,text,user_age,gender,days_on_platform,user_region,label,train_test_split
726,Finally uploaded the file I needed to the university server's drop box. It took like half an hour and a lot of cursing and anger on my part,42.88,Female,2585,Europe,anger,Train
727,"Or when they hmu on snap, and I'm like.. which one are you. 💀",37.81,Male,4283,Europe,anger,Train
728,Blood is boiling,37.56,Female,3252,Europe,anger,Train
729,@user Really sad &amp; surprising. 1 side #Russia fighting against #IS &amp; on the other supporting #Pak which is epic centre 4,40.38,Other,2938,Americas,sadness,Test
730,@user  @user Is that really all you can offer for those who sacrifice daily to keep you safe...? @user #sad,19.99,Female,3047,Middle East/Africa,sadness,Train
731,A Leopard never changes its spots! #lost,37.47,Female,2272,Asia Pacific,sadness,Train
732,So @user those of us born in 85 have no generation! Where is the gen-less tribe! Ha! #survivor #lost soles,32.91,Other,6065,Middle East/Africa,sadness,Test
733,why the fuck does my mum want me to put corn in the curry?! #grim,36.08,Female,4258,Asia Pacific,anger,Test
734,It is too fucking bright &amp; too fucking hot outside,27.23,Female,2174,Middle East/Africa,anger,Test
735,Finn singing 'Can't Fight This Feeling' in the shower and Will spying on him is one of the best scenes on any show.,29.13,Male,3368,Middle East/Africa,happiness,Test
736,"Hello fellow #horror #creepy #dark #stange #story fans, how's your day? #followme and I'll #followback",33.35,Female,4030,Europe,optimism,Train
737,"@user A plus point, she won't have to queue for the loos. Any more plus points? Nope, can't think of any #shocking #sexism",39.27,Male,3278,Europe,anger,Test
738,Their engine runs on fuel called whining :-)\n\nU jst  hv 2b observant..\nHar din Rona dhona &amp; complain. \nHappy news makes them unhappy :-),28.47,Female,367,Asia Pacific,anger,Test
739,"It's not that the man did not know how to juggle, he just didn't have the balls to do it. \n#funny #pun #punny #lol #hilarious",30.98,Male,65,Americas,happiness,Train
740,"She used to be beautiful, but she lived her life too fast - Forest City Joe #blues #blinddogradio",35.89,Other,3386,Middle East/Africa,sadness,Train
741,"@user when the East wind blue in summer in Durban, S Africa, we still surfed and got #stung badly! Must be carefull-A #sting can harm you",44.53,Male,1778,Europe,sadness,Train
742,sav tells our mom 'I love you' and she responds 'Oh.' #sad,30.71,Other,2688,Americas,sadness,Train
743,"Defining yourself in terms of opposition, i.e. the clouded mirror phenomena, is almost always a mistake.",26.78,Female,3554,Middle East/Africa,anger,Test
744,@user dudes who wanna play some bass but not buy a bass (me) rejoice,31.67,Female,3606,Americas,happiness,Train
745,@user @user I cancelled by CBS all access live feeds before JC even said Vic won AFP. Paul.should have won IMO,14.55,Male,3360,Americas,sadness,Train
746,"It's finally raining in Ashland, Oregon. We've been parched all summer &amp; fall. The plants &amp; people are rejoicing!",40.69,Female,3857,Europe,happiness,Test
747,@user happy birthday to my seed‼️‼️‼️ #renewtherivalry #imyourdaddy #cantbeatme  #tater,41.11,Other,3685,Europe,happiness,Train
748,@user thank u so much! we just finished another #mindfulness film called #release about #anxiety - plz share!,51.28,Female,1940,Americas,optimism,Test
749,@user @user It's no secret: personal dislike of Trump &amp; animosity has always been present..now magnified with bigotry/racism etc.,56.34,Female,2555,Middle East/Africa,anger,Test
750,@user  #UNGA no talks should be carried out with Pakistan now ... His mouth stinks of #terrorism #UriAttack,23.28,Female,3366,Europe,anger,Test
751,@user happy birthdayyyyyy pretty. Miss you!,29.59,Male,1855,Europe,happiness,Test
752,I'm not used to pretty girls that use curse words to express their anger. I just feel like I'm a little bit surprised and turned off as well,40.07,Female,3675,Europe,anger,Test
753,((things that grind my gears: people drawing gideon gleeful skinny,11.77,Male,2787,Middle East/Africa,anger,Train
754,@user @user 😂😂😭😭😭 resentment,19.02,Other,676,Europe,sadness,Train
755,A3: But chronic sadness may mean there are underlying issues than getting sad occassionally over a particular issue (2/2) #mhchat,25.23,Other,3497,Americas,sadness,Train
756,i stopped watching gotham cause they dropped off tabitha and barb's relationship and made her pine after the main,21.26,Female,1169,Europe,sadness,Test
757,@user your website is making me feel violent rage and your upgrade options aren't helping either. #Aaaaarrrrgghhh #iwanttocancel,29.85,Male,5053,Middle East/Africa,anger,Train
758,This is the scariest American Horror Story out of all of them... I'm gonna have to watch in the daytime. #frightened,33.27,Male,1754,Americas,sadness,Test
759,I added Paul Walker on Xbox but he just spends all of his time on the dashboard. #dark #humor #funny,54.86,Male,3164,Americas,happiness,Train
760,@user some weeks there are no problems but this week is unbelievable -- are you guys even running regular 12 buses? #awful #solate,46.93,Female,5644,Europe,anger,Train
761,@user @user supporter @user #prejudice against #disabled people #disabledlivesmatter  #bbcnews #skynews,16.15,Male,1807,Europe,sadness,Test
762,@user And I hope when the police met him at the subway that they took him straight to jail 😕 #awful,35.31,Other,2141,Middle East/Africa,sadness,Train
763,Do you know how much it hurts to see you best friend sad?,37.23,Female,3248,Americas,sadness,Train
764,my mom recorded nightmare before Christmas for me 😍😍😍 I LOVE IT 💕,56.41,Female,2533,Asia Pacific,happiness,Train
765,@user @user We are blaming 5% of the fucking idiots who are putting the World in the middle of their tantrums. You are one.,26.85,Female,3101,Asia Pacific,anger,Test
766,@user Oh noooo!  #nomorehammocks #nightmare ;),37.98,Male,1618,Europe,sadness,Test
767,My eyes have been dilated. I hate the world right now with the rage of a thousand fiery dragons. I need a drink.,24.26,Male,2382,Europe,anger,Train
768,when you think you've got it together for a day then you randomly burst out crying,58.81,Female,3553,Americas,sadness,Train
769,@user lmao! I can only imagine the frown across that face of yours. #Hilarity,23.11,Female,2416,Asia Pacific,happiness,Test
770,Breaking out in hives for the first time since college finals. #anxiety sucks,46.42,Female,940,Europe,sadness,Train
771,Q&amp;A with N. Christie @user fr. @user What would Peter and Dardanella think of us knowing? #poorthings,35.5,Male,4871,Europe,sadness,Test
772,i've seen the elder watching me during my community hours and i honestly don't have an idea about what my assignment will be. #apprehensive,15.37,Male,4582,Europe,sadness,Test
773,@user i tried to turn off my alarm this morning and it turned on all my alarms instead,34.94,Female,4017,Middle East/Africa,anger,Train
774,@user I know if I wasn't an optimist I would despair.,51.73,Male,2817,Americas,optimism,Test
775,@user @user New campaign slogan idea...'I know you are but what am I?' #bully #Trump2016 #yourefired #deflect,40.87,Male,1957,Americas,anger,Train
776,@user @user @user @user I thought it was because she once sunk her teeth into something that's meant 2b sooked,24.0,Female,4273,Middle East/Africa,anger,Test
777,Smokeys dad is sad :/,39.89,Male,3941,Americas,sadness,Train
778,"@user made me laugh, that quote. In a sort of rueful way.",64.88,Female,2528,Americas,happiness,Train
779,TheNiceBot: WSJNordics You make the world a more joyful place. #TheNiceBot #الخفجي,44.61,Male,6279,Middle East/Africa,happiness,Test
780,Going home is depressing,26.07,Female,265,Middle East/Africa,sadness,Test
781,so ef whichever butt wipe pulled the fire alarm in davis bc I was sound asleep #pissed #angry #upset #tired #sad #tired #hangry ######,40.44,Male,1901,Middle East/Africa,anger,Train
782,Jimmy Carr makes me want to cry and cry *shiver*,44.62,Other,4630,Middle East/Africa,sadness,Train
783,We express our deep concern about the suspension of   @user  please reactivate it. he never violated T.roles @user,24.61,Other,1371,Europe,sadness,Test
784,Been working in Blanchardstown shopping centre for over 2 years now and I only figured out today where Marks &amp; Spencer's is #lost,36.83,Male,1187,Middle East/Africa,sadness,Train
785,Don't be afraid to give up the good to go for the great. - John D. Rockefeller #quote #inspiration #afraid #great #motivation,40.08,Male,514,Europe,optimism,Test
786,@user what a joke!! Cut our internet off early 'by mistake' and then don't reinstate it when we no longer need an engineer 😡 #fuming,40.3,Female,3747,Americas,anger,Train
787,Marcus Roho is dreadful,30.19,Female,5091,Middle East/Africa,anger,Train
788,or when someone tells me I needa smile like excuse me ??? now I'm just frowning even harder are you happy,13.25,Other,3821,Asia Pacific,anger,Train
789,np rum rage,32.41,Female,1970,Europe,anger,Test
790,To tell the truth and make someone cry is better than to tell a lie and make someone smile. #truth #lie #cry #smile #offalonehugots,33.57,Female,1200,Europe,optimism,Test
791,"why yall hyped abt that girl getting to hang out w JB, he clearly looks so unhappy and bored in the pics no offense LOL, plus he hates yall",44.9,Female,3946,Europe,anger,Test
792,"If any trump supporters and Hillary haters wanna chirp some weak minded, pandering liberals just tweet at @user @user",45.45,Male,1036,Americas,anger,Train
793,My bus was in a car crash... I'm still shaking a bit... This week was an absolute horror and this was the icing on the cake... #terrible,35.24,Male,4469,Middle East/Africa,sadness,Train
794,@user wouldn't cross the street to piss on its server if it was on dire,35.91,Female,892,Europe,anger,Train
795,"If you don't respond to an email within 7 fays, you wifl be killed by an animated gif of the girl from The Ring.",51.63,Other,6151,Asia Pacific,anger,Train
796,I heard Movie Bob was furious about the Skittles analogy. He was upset that there wasn't actually any Skittles.,31.21,Female,6159,Americas,anger,Train
797,#internationaldayofpeace : When white supremacists terrorize everyone of differing cultures online and will continue it offline tomorrow.,44.24,Male,4,Europe,anger,Test
798,Candice's pout gets more preposterous by the week. This week it's gone a bit Jack Nicholson's Joker. #GBBO,21.22,Male,3700,Asia Pacific,anger,Test
799,"Bake off on TV and the Match on my phone, what a nightmare I'm so stressed #GBBO #NTFCVMUFC",30.93,Male,3187,Americas,sadness,Train
800,even walking around with my family members who carry guns makes me nervous and theyre my family....,29.19,Male,3489,Middle East/Africa,anger,Test
801,75' Tierney reaches a deep cross to the back post and plays it back across but the Alloa defence clear. Celtic relentless here.,51.14,Male,4018,Americas,sadness,Train
802,What a sad day...1st day of Fall...I don't dislike Fall...I just LOVE Summer #FirstDayofFall #goodbyesummer #sadness #bathingsuitsforever,34.82,Female,1925,Middle East/Africa,sadness,Test
803,untypical kinda Friday #dull,23.85,Male,2440,Middle East/Africa,sadness,Train
804,@user I fell and heard a snap hffffhj,25.1,Other,4373,Asia Pacific,sadness,Train
805,"Half past midnight, loud banging on our front door, been told about new rape cases in Edinburgh today #joyful #nosleep",39.52,Male,3298,Europe,happiness,Train
806,5am blues while riding a cab home:\n- my belly is much bigger than the rest of my body\n- but i couldnt be preggy\n- how to lose it in a day,24.78,Female,6486,Europe,sadness,Test
807,"There's always that one song which makes you turn of the radio, as you'd rather sit in silence 😡",58.32,Female,3129,Americas,anger,Test
808,"Symmetry is Key, everything must be aesthetically pleasing as possible, that is why I hold you twin pistols. #DeathTheKid #Bot",40.67,Other,4743,Americas,optimism,Test
809,He totally knew about it'. Trump finally gets revenge for his son-in-law's prosecution/imprisonment and throws Christie under the bus.,34.81,Female,3893,Asia Pacific,anger,Train
810,Recording some more #FNAF and had to FaceTime my mum to let her know I was okay after I let out a high pitched scream 😂 #horror #suchagirl,42.86,Male,3383,Europe,happiness,Test
811,"@user Like, despite all my irritation towards ur ship, at least its canon. BuckyNat is canon, (and clintwanda is canon)",28.44,Male,4454,Middle East/Africa,anger,Train
812,"@user @user yeah, they figured that ornaments are way more wanted than spektar and desolate gear. Well they thought right.",39.3,Male,4033,Americas,optimism,Train
813,Panda eyed jaunty after watching jaws until late!,32.19,Male,3181,Middle East/Africa,happiness,Train
814,Contactless affliction kart are the needs must regarding the psychological moment!: xbeUJGB,24.81,Male,3023,Asia Pacific,happiness,Train
